Name,Card Type,Type,Set,Image,Rarity
Zubat,Pokemon,Psychic,Unleashed,https://assets.tcgdex.net/en/hgss/hgss2/70/high.png,Common
Gengar,Pokemon,Psychic,Unbroken Bonds,https://assets.tcgdex.net/en/sm/sm10/70/high.png,Rare
Nidoran♂,Pokemon,Psychic,Triumphant,https://assets.tcgdex.net/en/hgss/hgss4/70/high.png,Common
Barboach,Pokemon,Fighting,Guardians Rising,https://assets.tcgdex.net/en/sm/sm2/70/high.png,Common
Xurkitree,Pokemon,Lightning,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/70/high.png,Rare
Jolteon,Pokemon,Lightning,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/70/high.png,Uncommon
Boldore,Pokemon,Fighting,Sun & Moon,https://assets.tcgdex.net/en/sm/sm1/70/high.png,Uncommon
Clefairy Doll,Trainer,,Base Set,https://assets.tcgdex.net/en/base/base1/70/high.png,Rare
Cosmoem,Pokemon,Psychic,Team Up,https://assets.tcgdex.net/en/sm/sm9/70/high.png,Uncommon
Passimian,Pokemon,Fighting,Ultra Prism,https://assets.tcgdex.net/en/sm/sm5/70/high.png,Common
Taillow,Pokemon,Colorless,Roaring Skies,https://assets.tcgdex.net/en/xy/xy6/70/high.png,Common
Ampharos Spirit Link,Trainer,,Ancient Origins,https://assets.tcgdex.net/en/xy/xy7/70/high.png,Uncommon
Cottonee,Pokemon,Fairy,Fates Collide,https://assets.tcgdex.net/en/xy/xy10/70/high.png,Common
Cresselia,Pokemon,Psychic,BREAKthrough,https://assets.tcgdex.net/en/xy/xy8/70/high.png,Rare
Bastiodon,Pokemon,Metal,Steam Siege,https://assets.tcgdex.net/en/xy/xy11/70/high.png,Rare
Milotic,Pokemon,Water,Supreme Victors,https://assets.tcgdex.net/en/pl/pl3/70/high.png,Uncommon
Druddigon,Pokemon,Dragon,Flashfire,https://assets.tcgdex.net/en/xy/xy2/70/high.png,Rare
Omanyte,Pokemon,Water,Arceus,https://assets.tcgdex.net/en/pl/pl4/70/high.png,Common
Garchomp,Pokemon,Fighting,BREAKpoint,https://assets.tcgdex.net/en/xy/xy9/70/high.png,Rare
Munchlax,Pokemon,Colorless,Rising Rivals,https://assets.tcgdex.net/en/pl/pl2/70/high.png,Common
Krokorok,Pokemon,Darkness,XY,https://assets.tcgdex.net/en/xy/xy1/70/high.png,Uncommon
Tentacool,Pokemon,Psychic,Primal Clash,https://assets.tcgdex.net/en/xy/xy5/70/high.png,Common
Toxtricity V,Pokemon,Lightning,Rebel Clash,https://assets.tcgdex.net/en/swsh/swsh2/70/high.png,Holo Rare V
Revitalizer,Trainer,,Generations,https://assets.tcgdex.net/en/xy/g1/70/high.png,Uncommon
Dedenne,Pokemon,Fairy,Phantom Forces,https://assets.tcgdex.net/en/xy/xy4/70/high.png,Common
Hisuian Growlithe,Pokemon,Fighting,Astral Radiance,https://assets.tcgdex.net/en/swsh/swsh10/070/high.png,Common
Chansey,Pokemon,Colorless,Evolutions,https://assets.tcgdex.net/en/xy/xy12/70/high.png,Rare
Clefairy,Pokemon,Fairy,Furious Fists,https://assets.tcgdex.net/en/xy/xy3/70/high.png,Common
Joltik,Pokemon,Lightning,Sword & Shield,https://assets.tcgdex.net/en/swsh/swsh1/70/high.png,Common
Cubone,Pokemon,Fighting,Base Set 2,https://assets.tcgdex.net/en/base/base4/70/high.png,Common
Dusclops,Pokemon,Psychic,Vivid Voltage,https://assets.tcgdex.net/en/swsh/swsh4/70/high.png,Uncommon
Zubat,Pokemon,Grass,Team Rocket,https://assets.tcgdex.net/en/base/base5/70/high.png,Common
Malamar,Pokemon,Psychic,Chilling Reign,https://assets.tcgdex.net/en/swsh/swsh6/70/high.png,Rare
Spark,Trainer,,Pokémon GO,https://assets.tcgdex.net/en/swsh/swsh10.5/070/high.png,Uncommon
Marowak,Pokemon,Fighting,Battle Styles,https://assets.tcgdex.net/en/swsh/swsh5/70/high.png,Rare
Beheeyem,Pokemon,Psychic,Plasma Storm,https://assets.tcgdex.net/en/bw/bw8/70/high.png,Rare
Basculin,Pokemon,Water,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/70/high.png,Common
Krookodile,Pokemon,Darkness,Plasma Freeze,https://assets.tcgdex.net/en/bw/bw9/70/high.png,Rare
Golurk V,Pokemon,Psychic,Evolving Skies,https://assets.tcgdex.net/en/swsh/swsh7/70/high.png,Holo Rare V
Stunfisk,Pokemon,Fighting,Dragons Exalted,https://assets.tcgdex.net/en/bw/bw6/70/high.png,Uncommon
Gardevoir V,Pokemon,Psychic,Champion's Path,https://assets.tcgdex.net/en/swsh/swsh3.5/70/high.png,Ultra Rare
Zorua,Pokemon,Darkness,Dark Explorers,https://assets.tcgdex.net/en/bw/bw5/70/high.png,Common
Gothita,Pokemon,Psychic,Legendary Treasures,https://assets.tcgdex.net/en/bw/bw11/70/high.png,Common
Poké Kid,Trainer,,Shining Fates,https://assets.tcgdex.net/en/swsh/swsh4.5/70/high.png,Ultra Rare
Ferroseed,Pokemon,Metal,Emerging Powers,https://assets.tcgdex.net/en/bw/bw2/70/high.png,Common
Druddigon,Pokemon,Dragon,Plasma Blast,https://assets.tcgdex.net/en/bw/bw10/70/high.png,Common
Mawile V,Pokemon,Psychic,Silver Tempest,https://assets.tcgdex.net/en/swsh/swsh12/070/high.png,Holo Rare V
Mienshao,Pokemon,Fighting,Noble Victories,https://assets.tcgdex.net/en/bw/bw3/70/high.png,Uncommon
Brock's Rhyhorn,Pokemon,Fighting,Gym Heroes,https://assets.tcgdex.net/en/gym/gym1/70/high.png,Common
Sableye,Pokemon,Psychic,Lost Origin,https://assets.tcgdex.net/en/swsh/swsh11/070/high.png,Holo Rare
Erika's Oddish,Pokemon,Grass,Gym Challenge,https://assets.tcgdex.net/en/gym/gym2/70/high.png,Common
Chimchar,Pokemon,Fire,Platinum,https://assets.tcgdex.net/en/pl/pl1/70/high.png,Common
Charmander,Pokemon,Fire,Legendary Collection,https://assets.tcgdex.net/en/lc/lc/70/high.png,Common
Weavile,Pokemon,Darkness,Next Destinies,https://assets.tcgdex.net/en/bw/bw4/70/high.png,Rare
Slowpoke,Pokemon,Water,Call of Legends,https://assets.tcgdex.net/en/col/col1/70/high.png,Common
Seadra,Pokemon,Water,Legends Awakened,https://assets.tcgdex.net/en/dp/dp6/70/high.png,Uncommon
Bidoof,Pokemon,Colorless,Diamond & Pearl,https://assets.tcgdex.net/en/dp/dp1/70/high.png,Common
Igglybuff,Pokemon,Colorless,Great Encounters,https://assets.tcgdex.net/en/dp/dp4/70/high.png,Common
Milcery,Pokemon,Psychic,Brilliant Stars,https://assets.tcgdex.net/en/swsh/swsh9/070/high.png,Common
Aipom,Pokemon,Colorless,Mysterious Treasures,https://assets.tcgdex.net/en/dp/dp2/70/high.png,Common
Unown O,Pokemon,Psychic,Secret Wonders,https://assets.tcgdex.net/en/dp/dp3/70/high.png,Uncommon
Snubbull,Pokemon,Psychic,Darkness Ablaze,https://assets.tcgdex.net/en/swsh/swsh3/70/high.png,Common
Pikachu,Pokemon,Lightning,Stormfront,https://assets.tcgdex.net/en/dp/dp7/70/high.png,Common
Pikachu,Pokemon,Lightning,Majestic Dawn,https://assets.tcgdex.net/en/dp/dp5/70/high.png,Common
Baltoy,Pokemon,Fighting,Crown Zenith,https://assets.tcgdex.net/en/swsh/swsh12.5/070/high.png,Common
Zorua,Pokemon,Darkness,Black & White,https://assets.tcgdex.net/en/bw/bw1/70/high.png,Common
Woobat,Pokemon,Psychic,Boundaries Crossed,https://assets.tcgdex.net/en/bw/bw7/70/high.png,Common
Chinchou,Pokemon,Lightning,Aquapolis,https://assets.tcgdex.net/en/ecard/ecard2/71/high.png,Common
Lapras,Pokemon,Water,Skyridge,https://assets.tcgdex.net/en/ecard/ecard3/71/high.png,Common
Bayleef,Pokemon,Grass,Expedition Base Set,https://assets.tcgdex.net/en/ecard/ecard1/71/high.png,Uncommon
Archie,Trainer,,Team Magma vs Team Aqua,https://assets.tcgdex.net/en/ex/ex4/71/high.png,Uncommon
Remoraid,Pokemon,Water,Unseen Forces,https://assets.tcgdex.net/en/ex/ex10/71/high.png,Common
Bill's Maintenance,Trainer,,Crystal Guardians,https://assets.tcgdex.net/en/ex/ex14/71/high.png,Uncommon
Nidoran♂,Pokemon,Grass,FireRed & LeafGreen,https://assets.tcgdex.net/en/ex/ex6/71/high.png,Common
Rattata,Pokemon,Colorless,Team Rocket Returns,https://assets.tcgdex.net/en/ex/ex7/71/high.png,Common
Wynaut,Pokemon,Psychic,Legend Maker,https://assets.tcgdex.net/en/ex/ex12/71/high.png,Common
Onix,Pokemon,Fighting,Sandstorm,https://assets.tcgdex.net/en/ex/ex2/71/high.png,Common
Voltorb,Pokemon,Lightning,Emerald,https://assets.tcgdex.net/en/ex/ex9/71/high.png,Common
Seedot,Pokemon,Grass,Deoxys,https://assets.tcgdex.net/en/ex/ex8/71/high.png,Common
Seedot,Pokemon,Grass,Hidden Legends,https://assets.tcgdex.net/en/ex/ex5/71/high.png,Common
Battle Frontier,Trainer,,Power Keepers,https://assets.tcgdex.net/en/ex/ex16/71/high.png,Uncommon
Skitty,Pokemon,Colorless,Ruby & Sapphire,https://assets.tcgdex.net/en/ex/ex1/71/high.png,Common
Holon's Voltorb,Pokemon,Lightning,Delta Species,https://assets.tcgdex.net/en/ex/ex11/71/high.png,Common
Meowth δ,Pokemon,"Darkness,metal",Holon Phantoms,https://assets.tcgdex.net/en/ex/ex13/71/high.png,Common
Wooper δ,Pokemon,Grass,Dragon Frontiers,https://assets.tcgdex.net/en/ex/ex15/71/high.png,Common
Pineco,Pokemon,Grass,Dragon,https://assets.tcgdex.net/en/ex/ex3/71/high.png,Common
Toxel,Pokemon,Lightning,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/071/high.png,Common
Victreebel,Pokemon,Grass,151,https://assets.tcgdex.net/en/sv/sv03.5/071/high.png,Uncommon
Cresselia,Pokemon,Psychic,Shrouded Fable,https://assets.tcgdex.net/en/sv/sv06.5/071/high.png,Illustration rare
Duosion,Pokemon,Psychic,Temporal Forces,https://assets.tcgdex.net/en/sv/sv05/071/high.png,Common
Toxel,Pokemon,Lightning,Obsidian Flames,https://assets.tcgdex.net/en/sv/sv03/071/high.png,Common
Lechonk,Pokemon,Colorless,Paldean Fates,https://assets.tcgdex.net/en/sv/sv04.5/071/high.png,Common
Wooper,Pokemon,Water,Neo Discovery,https://assets.tcgdex.net/en/neo/neo2/71/high.png,Common
Sentret,Pokemon,Colorless,Neo Genesis,https://assets.tcgdex.net/en/neo/neo1/71/high.png,Common
Ledyba,Pokemon,Grass,Neo Destiny,https://assets.tcgdex.net/en/neo/neo4/71/high.png,Common
Luxray,Pokemon,Lightning,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/071/high.png,Rare
Zygarde,Pokemon,Fighting,Forbidden Light,https://assets.tcgdex.net/en/sm/sm6/71/high.png,Uncommon
Natu,Pokemon,Psychic,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/071/high.png,Common
Onix,Pokemon,Fighting,Celestial Storm,https://assets.tcgdex.net/en/sm/sm7/71/high.png,Common
Heliolisk,Pokemon,Lightning,Twilight Masquerade,https://assets.tcgdex.net/en/sv/sv06/071/high.png,Common
Lucario,Pokemon,Fighting,Burning Shadows,https://assets.tcgdex.net/en/sm/sm3/71/high.png,Rare
Electabuzz,Pokemon,Lightning,Lost Thunder,https://assets.tcgdex.net/en/sm/sm8/71/high.png,Uncommon
Ledyba,Pokemon,Grass,HeartGold SoulSilver,https://assets.tcgdex.net/en/hgss/hgss1/71/high.png,Common
Jigglypuff,Pokemon,Fairy,Crimson Invasion,https://assets.tcgdex.net/en/sm/sm4/71/high.png,Common
Burned Tower,Trainer,,Undaunted,https://assets.tcgdex.net/en/hgss/hgss3/71/high.png,Uncommon
Cheerleader’s Cheer,Trainer,,Unleashed,https://assets.tcgdex.net/en/hgss/hgss2/71/high.png,Uncommon
Drowzee,Pokemon,Psychic,Unbroken Bonds,https://assets.tcgdex.net/en/sm/sm10/71/high.png,Common
Pidgey,Pokemon,Colorless,Triumphant,https://assets.tcgdex.net/en/hgss/hgss4/71/high.png,Common
Whiscash,Pokemon,Fighting,Guardians Rising,https://assets.tcgdex.net/en/sm/sm2/71/high.png,Rare
Mewtwo & Mew GX,Pokemon,Psychic,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/71/high.png,Ultra Rare
Chinchou,Pokemon,Lightning,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/71/high.png,Common
Gigalith,Pokemon,Fighting,Sun & Moon,https://assets.tcgdex.net/en/sm/sm1/71/high.png,Rare
Computer Search,Trainer,,Base Set,https://assets.tcgdex.net/en/base/base1/71/high.png,Rare
Mankey,Pokemon,Fighting,Team Up,https://assets.tcgdex.net/en/sm/sm9/71/high.png,Common
Murkrow,Pokemon,Darkness,Ultra Prism,https://assets.tcgdex.net/en/sm/sm5/71/high.png,Common
Swellow,Pokemon,Colorless,Roaring Skies,https://assets.tcgdex.net/en/xy/xy6/71/high.png,Rare
Eco Arm,Trainer,,Ancient Origins,https://assets.tcgdex.net/en/xy/xy7/71/high.png,Uncommon
Whimsicott,Pokemon,Fairy,Fates Collide,https://assets.tcgdex.net/en/xy/xy10/71/high.png,Uncommon
Woobat,Pokemon,Psychic,BREAKthrough,https://assets.tcgdex.net/en/xy/xy8/71/high.png,Common
Klink,Pokemon,Metal,Steam Siege,https://assets.tcgdex.net/en/xy/xy11/71/high.png,Common
Minun,Pokemon,Lightning,Supreme Victors,https://assets.tcgdex.net/en/pl/pl3/71/high.png,Uncommon
Dragalge,Pokemon,Dragon,Flashfire,https://assets.tcgdex.net/en/xy/xy2/71/high.png,Rare
Pikachu,Pokemon,Lightning,Arceus,https://assets.tcgdex.net/en/pl/pl4/71/high.png,Common
Pancham,Pokemon,Fighting,BREAKpoint,https://assets.tcgdex.net/en/xy/xy9/71/high.png,Common
Nidoran♀,Pokemon,Psychic,Rising Rivals,https://assets.tcgdex.net/en/pl/pl2/71/high.png,Common
Krookodile,Pokemon,Darkness,XY,https://assets.tcgdex.net/en/xy/xy1/71/high.png,Rare
Tentacool,Pokemon,Psychic,Primal Clash,https://assets.tcgdex.net/en/xy/xy5/71/high.png,Uncommon
Toxtricity VMAX,Pokemon,Lightning,Rebel Clash,https://assets.tcgdex.net/en/swsh/swsh2/71/high.png,Holo Rare VMAX
Red Card,Trainer,,Generations,https://assets.tcgdex.net/en/xy/g1/71/high.png,Uncommon
Diancie,Pokemon,Fairy,Phantom Forces,https://assets.tcgdex.net/en/xy/xy4/71/high.png,Rare
Hisuian Arcanine,Pokemon,Fighting,Astral Radiance,https://assets.tcgdex.net/en/swsh/swsh10/071/high.png,Rare
Porygon,Pokemon,Colorless,Evolutions,https://assets.tcgdex.net/en/xy/xy12/71/high.png,Uncommon
Clefable,Pokemon,Fairy,Furious Fists,https://assets.tcgdex.net/en/xy/xy3/71/high.png,Uncommon
Galvantula,Pokemon,Lightning,Sword & Shield,https://assets.tcgdex.net/en/swsh/swsh1/71/high.png,Uncommon
Diglett,Pokemon,Fighting,Base Set 2,https://assets.tcgdex.net/en/base/base4/71/high.png,Common
Dusknoir,Pokemon,Psychic,Vivid Voltage,https://assets.tcgdex.net/en/swsh/swsh4/71/high.png,Holo Rare
Here Comes Team Rocket!,Trainer,,Team Rocket,https://assets.tcgdex.net/en/base/base5/71/high.png,Rare
Hatenna,Pokemon,Psychic,Chilling Reign,https://assets.tcgdex.net/en/swsh/swsh6/71/high.png,Common
Alolan Exeggutor V,Pokemon,Grass,Pokémon GO,https://assets.tcgdex.net/en/swsh/swsh10.5/071/high.png,Ultra Rare
Gligar,Pokemon,Fighting,Battle Styles,https://assets.tcgdex.net/en/swsh/swsh5/71/high.png,Common
Phanpy,Pokemon,Fighting,Plasma Storm,https://assets.tcgdex.net/en/bw/bw8/71/high.png,Common
Galarian Darumaka,Pokemon,Water,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/71/high.png,Common
Pawniard,Pokemon,Darkness,Plasma Freeze,https://assets.tcgdex.net/en/bw/bw9/71/high.png,Common
Flabébé,Pokemon,Psychic,Evolving Skies,https://assets.tcgdex.net/en/swsh/swsh7/71/high.png,Common
Terrakion-EX,Pokemon,Fighting,Dragons Exalted,https://assets.tcgdex.net/en/bw/bw6/71/high.png,Rare
Galarian Cursola V,Pokemon,Psychic,Champion's Path,https://assets.tcgdex.net/en/swsh/swsh3.5/71/high.png,Ultra Rare
Zoroark,Pokemon,Darkness,Dark Explorers,https://assets.tcgdex.net/en/bw/bw5/71/high.png,Rare
Gothorita,Pokemon,Psychic,Legendary Treasures,https://assets.tcgdex.net/en/bw/bw11/71/high.png,Uncommon
Rose,Trainer,,Shining Fates,https://assets.tcgdex.net/en/swsh/swsh4.5/71/high.png,Ultra Rare
Ferroseed,Pokemon,Metal,Emerging Powers,https://assets.tcgdex.net/en/bw/bw2/71/high.png,Common
Kangaskhan,Pokemon,Colorless,Plasma Blast,https://assets.tcgdex.net/en/bw/bw10/71/high.png,Common
Mawile VSTAR,Pokemon,Psychic,Silver Tempest,https://assets.tcgdex.net/en/swsh/swsh12/071/high.png,Holo Rare VSTAR
Golett,Pokemon,Fighting,Noble Victories,https://assets.tcgdex.net/en/bw/bw3/71/high.png,Common
Brock's Sandshrew,Pokemon,Fighting,Gym Heroes,https://assets.tcgdex.net/en/gym/gym1/71/high.png,Common
Mawile,Pokemon,Psychic,Lost Origin,https://assets.tcgdex.net/en/swsh/swsh11/071/high.png,Common
Erika's Paras,Pokemon,Grass,Gym Challenge,https://assets.tcgdex.net/en/gym/gym2/71/high.png,Common
Combee,Pokemon,Grass,Platinum,https://assets.tcgdex.net/en/pl/pl1/71/high.png,Common
Doduo,Pokemon,Colorless,Legendary Collection,https://assets.tcgdex.net/en/lc/lc/71/high.png,Common
Nuzleaf,Pokemon,Darkness,Next Destinies,https://assets.tcgdex.net/en/bw/bw4/71/high.png,Uncommon
Snubbull,Pokemon,Colorless,Call of Legends,https://assets.tcgdex.net/en/col/col1/71/high.png,Common
Starmie,Pokemon,Water,Legends Awakened,https://assets.tcgdex.net/en/dp/dp6/71/high.png,Uncommon
Bonsly,Pokemon,Fighting,Diamond & Pearl,https://assets.tcgdex.net/en/dp/dp1/71/high.png,Common
Illumise,Pokemon,Grass,Great Encounters,https://assets.tcgdex.net/en/dp/dp4/71/high.png,Common
Alcremie,Pokemon,Psychic,Brilliant Stars,https://assets.tcgdex.net/en/swsh/swsh9/071/high.png,Rare
Aron,Pokemon,Metal,Mysterious Treasures,https://assets.tcgdex.net/en/dp/dp2/71/high.png,Common
Unown X,Pokemon,Psychic,Secret Wonders,https://assets.tcgdex.net/en/dp/dp3/71/high.png,Uncommon
Granbull,Pokemon,Psychic,Darkness Ablaze,https://assets.tcgdex.net/en/swsh/swsh3/71/high.png,Rare
Ponyta,Pokemon,Fire,Stormfront,https://assets.tcgdex.net/en/dp/dp7/71/high.png,Common
Piplup,Pokemon,Water,Majestic Dawn,https://assets.tcgdex.net/en/dp/dp5/71/high.png,Common
Riolu,Pokemon,Fighting,Crown Zenith,https://assets.tcgdex.net/en/swsh/swsh12.5/071/high.png,Common
Zoroark,Pokemon,Darkness,Black & White,https://assets.tcgdex.net/en/bw/bw1/71/high.png,Rare
Swoobat,Pokemon,Psychic,Boundaries Crossed,https://assets.tcgdex.net/en/bw/bw7/71/high.png,Rare
Cubone,Pokemon,Fighting,Aquapolis,https://assets.tcgdex.net/en/ecard/ecard2/72/high.png,Common
Ledyba,Pokemon,Grass,Skyridge,https://assets.tcgdex.net/en/ecard/ecard3/72/high.png,Common
Chansey,Pokemon,Colorless,Expedition Base Set,https://assets.tcgdex.net/en/ecard/ecard1/72/high.png,Uncommon
Dual Ball,Trainer,,Team Magma vs Team Aqua,https://assets.tcgdex.net/en/ex/ex4/72/high.png,Uncommon
Slowpoke,Pokemon,Psychic,Unseen Forces,https://assets.tcgdex.net/en/ex/ex10/72/high.png,Common
Castaway,Trainer,,Crystal Guardians,https://assets.tcgdex.net/en/ex/ex14/72/high.png,Uncommon
Paras,Pokemon,Grass,FireRed & LeafGreen,https://assets.tcgdex.net/en/ex/ex6/72/high.png,Common
Rattata,Pokemon,Colorless,Team Rocket Returns,https://assets.tcgdex.net/en/ex/ex7/72/high.png,Common
Cursed Stone,Trainer,,Legend Maker,https://assets.tcgdex.net/en/ex/ex12/72/high.png,Uncommon
Pikachu,Pokemon,Lightning,Sandstorm,https://assets.tcgdex.net/en/ex/ex2/72/high.png,Common
Vulpix,Pokemon,Fire,Emerald,https://assets.tcgdex.net/en/ex/ex9/72/high.png,Common
Shroomish,Pokemon,Grass,Deoxys,https://assets.tcgdex.net/en/ex/ex8/72/high.png,Common
Shuppet,Pokemon,Psychic,Hidden Legends,https://assets.tcgdex.net/en/ex/ex5/72/high.png,Common
Drake's Stadium,Trainer,,Power Keepers,https://assets.tcgdex.net/en/ex/ex16/72/high.png,Uncommon
Taillow,Pokemon,Colorless,Ruby & Sapphire,https://assets.tcgdex.net/en/ex/ex1/72/high.png,Common
Koffing,Pokemon,Grass,Delta Species,https://assets.tcgdex.net/en/ex/ex11/72/high.png,Common
Numel,Pokemon,Fire,Holon Phantoms,https://assets.tcgdex.net/en/ex/ex13/72/high.png,Common
Buffer Piece,Trainer,,Dragon Frontiers,https://assets.tcgdex.net/en/ex/ex15/72/high.png,Uncommon
Slugma,Pokemon,Fire,Dragon,https://assets.tcgdex.net/en/ex/ex3/72/high.png,Common
Toxtricity,Pokemon,Lightning,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/072/high.png,Uncommon
Tentacool,Pokemon,Water,151,https://assets.tcgdex.net/en/sv/sv03.5/072/high.png,Common
Munkidori,Pokemon,Psychic,Shrouded Fable,https://assets.tcgdex.net/en/sv/sv06.5/072/high.png,Illustration rare
Reuniclus,Pokemon,Psychic,Temporal Forces,https://assets.tcgdex.net/en/sv/sv05/072/high.png,Uncommon
Toxtricity,Pokemon,Lightning,Obsidian Flames,https://assets.tcgdex.net/en/sv/sv03/072/high.png,Rare
Oinkologne,Pokemon,Colorless,Paldean Fates,https://assets.tcgdex.net/en/sv/sv04.5/072/high.png,Uncommon
Fossil Egg,Trainer,,Neo Discovery,https://assets.tcgdex.net/en/neo/neo2/72/high.png,Uncommon
Shuckle,Pokemon,Grass,Neo Genesis,https://assets.tcgdex.net/en/neo/neo1/72/high.png,Common
Light Sunflora,Pokemon,Grass,Neo Destiny,https://assets.tcgdex.net/en/neo/neo4/72/high.png,Common
Pincurchin,Pokemon,Lightning,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/072/high.png,Common
Zygarde,Pokemon,Fighting,Forbidden Light,https://assets.tcgdex.net/en/sm/sm6/72/high.png,Rare
Xatu,Pokemon,Psychic,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/072/high.png,Rare
Phanpy,Pokemon,Fighting,Celestial Storm,https://assets.tcgdex.net/en/sm/sm7/72/high.png,Common
Morpeko,Pokemon,Lightning,Twilight Masquerade,https://assets.tcgdex.net/en/sv/sv06/072/high.png,Uncommon
Sawk,Pokemon,Fighting,Burning Shadows,https://assets.tcgdex.net/en/sm/sm3/72/high.png,Common
Electivire,Pokemon,Lightning,Lost Thunder,https://assets.tcgdex.net/en/sm/sm8/72/high.png,Rare
Magikarp,Pokemon,Water,HeartGold SoulSilver,https://assets.tcgdex.net/en/hgss/hgss1/72/high.png,Common
Wigglytuff,Pokemon,Fairy,Crimson Invasion,https://assets.tcgdex.net/en/sm/sm4/72/high.png,Rare
Defender,Trainer,,Undaunted,https://assets.tcgdex.net/en/hgss/hgss3/72/high.png,Uncommon
Dual Ball,Trainer,,Unleashed,https://assets.tcgdex.net/en/hgss/hgss2/72/high.png,Uncommon
Hypno,Pokemon,Psychic,Unbroken Bonds,https://assets.tcgdex.net/en/sm/sm10/72/high.png,Rare
Ponyta,Pokemon,Fire,Triumphant,https://assets.tcgdex.net/en/hgss/hgss4/72/high.png,Common
Pancham,Pokemon,Fighting,Guardians Rising,https://assets.tcgdex.net/en/sm/sm2/72/high.png,Common
Espeon & Deoxys GX,Pokemon,Psychic,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/72/high.png,Ultra Rare
Lanturn,Pokemon,Lightning,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/72/high.png,Rare
Crabrawler,Pokemon,Fighting,Sun & Moon,https://assets.tcgdex.net/en/sm/sm1/72/high.png,Common
Devolution Spray,Trainer,,Base Set,https://assets.tcgdex.net/en/base/base1/72/high.png,Rare
Primeape,Pokemon,Fighting,Team Up,https://assets.tcgdex.net/en/sm/sm9/72/high.png,Rare
Honchkrow,Pokemon,Darkness,Ultra Prism,https://assets.tcgdex.net/en/sm/sm5/72/high.png,Uncommon
Swellow,Pokemon,Colorless,Roaring Skies,https://assets.tcgdex.net/en/xy/xy6/72/high.png,Rare
Energy Recycler,Trainer,,Ancient Origins,https://assets.tcgdex.net/en/xy/xy7/72/high.png,Uncommon
Diancie EX,Pokemon,Fairy,Fates Collide,https://assets.tcgdex.net/en/xy/xy10/72/high.png,Ultra Rare
Swoobat,Pokemon,Psychic,BREAKthrough,https://assets.tcgdex.net/en/xy/xy8/72/high.png,Uncommon
Klang,Pokemon,Metal,Steam Siege,https://assets.tcgdex.net/en/xy/xy11/72/high.png,Uncommon
Murkrow,Pokemon,Darkness,Supreme Victors,https://assets.tcgdex.net/en/pl/pl3/72/high.png,Uncommon
Goomy,Pokemon,Dragon,Flashfire,https://assets.tcgdex.net/en/xy/xy2/72/high.png,Common
Ponyta,Pokemon,Fire,Arceus,https://assets.tcgdex.net/en/pl/pl4/72/high.png,Common
Nuzleaf,Pokemon,Darkness,BREAKpoint,https://assets.tcgdex.net/en/xy/xy9/72/high.png,Uncommon
Nidoran♂,Pokemon,Psychic,Rising Rivals,https://assets.tcgdex.net/en/pl/pl2/72/high.png,Common
Zorua,Pokemon,Darkness,XY,https://assets.tcgdex.net/en/xy/xy1/72/high.png,Common
Tentacruel,Pokemon,Psychic,Primal Clash,https://assets.tcgdex.net/en/xy/xy5/72/high.png,Rare
Pincurchin V,Pokemon,Lightning,Rebel Clash,https://assets.tcgdex.net/en/swsh/swsh2/72/high.png,Holo Rare V
Shauna,Trainer,,Generations,https://assets.tcgdex.net/en/xy/g1/72/high.png,Uncommon
Deino,Pokemon,Dragon,Phantom Forces,https://assets.tcgdex.net/en/xy/xy4/72/high.png,Common
Machamp V,Pokemon,Fighting,Astral Radiance,https://assets.tcgdex.net/en/swsh/swsh10/072/high.png,Holo Rare V
Dragonite EX,Pokemon,Colorless,Evolutions,https://assets.tcgdex.net/en/xy/xy12/72/high.png,Ultra Rare
Sylveon,Pokemon,Fairy,Furious Fists,https://assets.tcgdex.net/en/xy/xy3/72/high.png,Rare
Tapu Koko V,Pokemon,Lightning,Sword & Shield,https://assets.tcgdex.net/en/swsh/swsh1/72/high.png,Holo Rare V
Doduo,Pokemon,Colorless,Base Set 2,https://assets.tcgdex.net/en/base/base4/72/high.png,Common
Chimecho,Pokemon,Psychic,Vivid Voltage,https://assets.tcgdex.net/en/swsh/swsh4/72/high.png,Common
Rocket's Sneak Attack,Trainer,,Team Rocket,https://assets.tcgdex.net/en/base/base5/72/high.png,Rare
Hattrem,Pokemon,Psychic,Chilling Reign,https://assets.tcgdex.net/en/swsh/swsh6/72/high.png,Uncommon
Mewtwo V,Pokemon,Psychic,Pokémon GO,https://assets.tcgdex.net/en/swsh/swsh10.5/072/high.png,Ultra Rare
Gliscor,Pokemon,Fighting,Battle Styles,https://assets.tcgdex.net/en/swsh/swsh5/72/high.png,Uncommon
